"","County","County.Code","Administered_Dose1_18_to_65","Series_Complete_18_to_65","Month.Code","Deaths","Month","Year","CTYNAME","STNAME","AGE18TO65","covid_deaths","covid_cases"
"1184","Denton County, TX","48121",0,0,"2020/08",18,"08","2020","Denton County","Texas",594935,131,10125
"1185","Denton County, TX","48121",0,0,"2020/09",20,"09","2020","Denton County","Texas",594935,152,12242
"1186","Denton County, TX","48121",0,0,"2020/10",24,"10","2020","Denton County","Texas",594935,177,16861
"1187","Denton County, TX","48121",0,0,"2020/11",30,"11","2020","Denton County","Texas",594935,215,23644
"1188","Denton County, TX","48121",0,0,"2020/12",24,"12","2020","Denton County","Texas",594935,348,39182
"1189","Denton County, TX","48121",0,0,"2021/01",24,"01","2021","Denton County","Texas",613798,518,53554
"1190","Denton County, TX","48121",0,0,"2021/02",24,"02","2021","Denton County","Texas",613798,648,63994
"1191","Denton County, TX","48121",0,0,"2021/03",26,"03","2021","Denton County","Texas",613798,724,71881
"1192","Denton County, TX","48121",0,0,"2021/04",24,"04","2021","Denton County","Texas",613798,748,74340
"1193","Denton County, TX","48121",0,0,"2021/05",22,"05","2021","Denton County","Texas",613798,765,76046
"1194","Denton County, TX","48121",0,0,"2021/06",20,"06","2021","Denton County","Texas",613798,777,77057
"1195","Denton County, TX","48121",0,0,"2021/07",30,"07","2021","Denton County","Texas",613798,790,79711
"1196","Denton County, TX","48121",0,0,"2021/08",25,"08","2021","Denton County","Texas",613798,830,89374
"1197","Denton County, TX","48121",0,0,"2021/09",16,"09","2021","Denton County","Texas",613798,926,100912
"1198","Denton County, TX","48121",409540,369991,"2021/10",15,"10","2021","Denton County","Texas",613798,1014,107757
"1199","Denton County, TX","48121",417552,376391,"2021/11",21,"11","2021","Denton County","Texas",613798,1059,110970
"1200","Denton County, TX","48121",431455,386257,"2021/12",28,"12","2021","Denton County","Texas",613798,1088,116830
"1201","District of Columbia, DC","11001",0,0,"2018/01",51,"01","2018","District of Columbia","District of Columbia",489448,0,0
"1202","District of Columbia, DC","11001",0,0,"2018/02",39,"02","2018","District of Columbia","District of Columbia",489448,0,0
"1203","District of Columbia, DC","11001",0,0,"2018/03",58,"03","2018","District of Columbia","District of Columbia",489448,0,0
"1204","District of Columbia, DC","11001",0,0,"2018/04",43,"04","2018","District of Columbia","District of Columbia",489448,0,0
"1205","District of Columbia, DC","11001",0,0,"2018/05",46,"05","2018","District of Columbia","District of Columbia",489448,0,0
"1206","District of Columbia, DC","11001",0,0,"2018/06",47,"06","2018","District of Columbia","District of Columbia",489448,0,0
"1207","District of Columbia, DC","11001",0,0,"2018/07",34,"07","2018","District of Columbia","District of Columbia",489448,0,0
"1208","District of Columbia, DC","11001",0,0,"2018/08",46,"08","2018","District of Columbia","District of Columbia",489448,0,0
"1209","District of Columbia, DC","11001",0,0,"2018/09",32,"09","2018","District of Columbia","District of Columbia",489448,0,0
"1210","District of Columbia, DC","11001",0,0,"2018/10",26,"10","2018","District of Columbia","District of Columbia",489448,0,0
"1211","District of Columbia, DC","11001",0,0,"2018/11",31,"11","2018","District of Columbia","District of Columbia",489448,0,0
"1212","District of Columbia, DC","11001",0,0,"2018/12",50,"12","2018","District of Columbia","District of Columbia",489448,0,0
"1213","District of Columbia, DC","11001",0,0,"2019/01",45,"01","2019","District of Columbia","District of Columbia",490238,0,0
"1214","District of Columbia, DC","11001",0,0,"2019/02",43,"02","2019","District of Columbia","District of Columbia",490238,0,0
"1215","District of Columbia, DC","11001",0,0,"2019/03",38,"03","2019","District of Columbia","District of Columbia",490238,0,0
"1216","District of Columbia, DC","11001",0,0,"2019/04",40,"04","2019","District of Columbia","District of Columbia",490238,0,0
"1217","District of Columbia, DC","11001",0,0,"2019/05",32,"05","2019","District of Columbia","District of Columbia",490238,0,0
"1218","District of Columbia, DC","11001",0,0,"2019/06",29,"06","2019","District of Columbia","District of Columbia",490238,0,0
"1219","District of Columbia, DC","11001",0,0,"2019/07",33,"07","2019","District of Columbia","District of Columbia",490238,0,0
"1220","District of Columbia, DC","11001",0,0,"2019/08",40,"08","2019","District of Columbia","District of Columbia",490238,0,0
"1221","District of Columbia, DC","11001",0,0,"2019/09",38,"09","2019","District of Columbia","District of Columbia",490238,0,0
"1222","District of Columbia, DC","11001",0,0,"2019/10",45,"10","2019","District of Columbia","District of Columbia",490238,0,0
"1223","District of Columbia, DC","11001",0,0,"2019/11",41,"11","2019","District of Columbia","District of Columbia",490238,0,0
"1224","District of Columbia, DC","11001",0,0,"2019/12",35,"12","2019","District of Columbia","District of Columbia",490238,0,0
"1225","District of Columbia, DC","11001",0,0,"2020/01",37,"01","2020","District of Columbia","District of Columbia",478609,0,0
"1226","District of Columbia, DC","11001",0,0,"2020/02",37,"02","2020","District of Columbia","District of Columbia",478609,0,0
"1227","District of Columbia, DC","11001",0,0,"2020/03",33,"03","2020","District of Columbia","District of Columbia",478609,9,495
"1228","District of Columbia, DC","11001",0,0,"2020/04",56,"04","2020","District of Columbia","District of Columbia",478609,224,4323
"1229","District of Columbia, DC","11001",0,0,"2020/05",40,"05","2020","District of Columbia","District of Columbia",478609,466,8801
"1230","District of Columbia, DC","11001",0,0,"2020/06",36,"06","2020","District of Columbia","District of Columbia",478609,551,10327
"1231","District of Columbia, DC","11001",0,0,"2020/07",37,"07","2020","District of Columbia","District of Columbia",478609,585,12126
"1232","District of Columbia, DC","11001",0,0,"2020/08",41,"08","2020","District of Columbia","District of Columbia",478609,607,13992
"1233","District of Columbia, DC","11001",0,0,"2020/09",38,"09","2020","District of Columbia","District of Columbia",478609,627,15326
"1234","District of Columbia, DC","11001",0,0,"2020/10",41,"10","2020","District of Columbia","District of Columbia",478609,646,17266
"1235","District of Columbia, DC","11001",0,0,"2020/11",27,"11","2020","District of Columbia","District of Columbia",478609,680,21552
"1236","District of Columbia, DC","11001",0,0,"2020/12",53,"12","2020","District of Columbia","District of Columbia",478609,786,28983
"1237","District of Columbia, DC","11001",20543,7250,"2021/01",52,"01","2021","District of Columbia","District of Columbia",458377,913,36872
"1238","District of Columbia, DC","11001",37130,21133,"2021/02",37,"02","2021","District of Columbia","District of Columbia",458377,1017,40598
"1239","District of Columbia, DC","11001",125564,53900,"2021/03",41,"03","2021","District of Columbia","District of Columbia",458377,1064,44513
"1240","District of Columbia, DC","11001",255751,152220,"2021/04",38,"04","2021","District of Columbia","District of Columbia",458377,1105,47697
"1241","District of Columbia, DC","11001",303934,251414,"2021/05",33,"05","2021","District of Columbia","District of Columbia",458377,1132,48898
"1242","District of Columbia, DC","11001",325432,277656,"2021/06",38,"06","2021","District of Columbia","District of Columbia",458377,1141,49335
"1243","District of Columbia, DC","11001",340539,290532,"2021/07",41,"07","2021","District of Columbia","District of Columbia",458377,1149,50398
"1244","District of Columbia, DC","11001",359540,302700,"2021/08",51,"08","2021","District of Columbia","District of Columbia",458377,1160,55431
"1245","District of Columbia, DC","11001",376741,316169,"2021/09",42,"09","2021","District of Columbia","District of Columbia",458377,1174,61153
"1246","District of Columbia, DC","11001",396911,328872,"2021/10",32,"10","2021","District of Columbia","District of Columbia",458377,1190,64240
"1247","District of Columbia, DC","11001",425781,338946,"2021/11",32,"11","2021","District of Columbia","District of Columbia",458377,1196,66912
"1248","District of Columbia, DC","11001",462104,349972,"2021/12",40,"12","2021","District of Columbia","District of Columbia",458377,1211,94286
"1249","Douglas County, NE","31055",0,0,"2018/01",20,"01","2018","Douglas County","Nebraska",347426,0,0
"1250","Douglas County, NE","31055",0,0,"2018/02",28,"02","2018","Douglas County","Nebraska",347426,0,0
"1251","Douglas County, NE","31055",0,0,"2018/03",26,"03","2018","Douglas County","Nebraska",347426,0,0
"1252","Douglas County, NE","31055",0,0,"2018/04",27,"04","2018","Douglas County","Nebraska",347426,0,0
"1253","Douglas County, NE","31055",0,0,"2018/05",18,"05","2018","Douglas County","Nebraska",347426,0,0
"1254","Douglas County, NE","31055",0,0,"2018/06",23,"06","2018","Douglas County","Nebraska",347426,0,0
"1255","Douglas County, NE","31055",0,0,"2018/07",25,"07","2018","Douglas County","Nebraska",347426,0,0
"1256","Douglas County, NE","31055",0,0,"2018/08",22,"08","2018","Douglas County","Nebraska",347426,0,0
"1257","Douglas County, NE","31055",0,0,"2018/09",21,"09","2018","Douglas County","Nebraska",347426,0,0
"1258","Douglas County, NE","31055",0,0,"2018/10",16,"10","2018","Douglas County","Nebraska",347426,0,0
"1259","Douglas County, NE","31055",0,0,"2018/11",13,"11","2018","Douglas County","Nebraska",347426,0,0
"1260","Douglas County, NE","31055",0,0,"2018/12",10,"12","2018","Douglas County","Nebraska",347426,0,0
"1261","Douglas County, NE","31055",0,0,"2019/01",17,"01","2019","Douglas County","Nebraska",348870,0,0
"1262","Douglas County, NE","31055",0,0,"2019/02",16,"02","2019","Douglas County","Nebraska",348870,0,0
"1263","Douglas County, NE","31055",0,0,"2019/03",27,"03","2019","Douglas County","Nebraska",348870,0,0
"1264","Douglas County, NE","31055",0,0,"2019/04",20,"04","2019","Douglas County","Nebraska",348870,0,0
"1265","Douglas County, NE","31055",0,0,"2019/05",15,"05","2019","Douglas County","Nebraska",348870,0,0
"1266","Douglas County, NE","31055",0,0,"2019/06",23,"06","2019","Douglas County","Nebraska",348870,0,0
"1267","Douglas County, NE","31055",0,0,"2019/07",17,"07","2019","Douglas County","Nebraska",348870,0,0
"1268","Douglas County, NE","31055",0,0,"2019/08",14,"08","2019","Douglas County","Nebraska",348870,0,0
"1269","Douglas County, NE","31055",0,0,"2019/09",23,"09","2019","Douglas County","Nebraska",348870,0,0
"1270","Douglas County, NE","31055",0,0,"2019/10",17,"10","2019","Douglas County","Nebraska",348870,0,0
"1271","Douglas County, NE","31055",0,0,"2019/11",17,"11","2019","Douglas County","Nebraska",348870,0,0
"1272","Douglas County, NE","31055",0,0,"2019/12",13,"12","2019","Douglas County","Nebraska",348870,0,0
"1273","Douglas County, NE","31055",0,0,"2020/01",31,"01","2020","Douglas County","Nebraska",356865,0,0
"1274","Douglas County, NE","31055",0,0,"2020/02",13,"02","2020","Douglas County","Nebraska",356865,0,13
"1275","Douglas County, NE","31055",0,0,"2020/03",18,"03","2020","Douglas County","Nebraska",356865,1,113
"1276","Douglas County, NE","31055",0,0,"2020/04",17,"04","2020","Douglas County","Nebraska",356865,16,670
"1277","Douglas County, NE","31055",0,0,"2020/05",33,"05","2020","Douglas County","Nebraska",356865,37,4314
"1278","Douglas County, NE","31055",0,0,"2020/06",24,"06","2020","Douglas County","Nebraska",356865,93,7235
"1279","Douglas County, NE","31055",0,0,"2020/07",20,"07","2020","Douglas County","Nebraska",356865,134,10255
"1280","Douglas County, NE","31055",0,0,"2020/08",28,"08","2020","Douglas County","Nebraska",356865,160,13496
"1281","Douglas County, NE","31055",0,0,"2020/09",24,"09","2020","Douglas County","Nebraska",356865,194,16438
"1282","Douglas County, NE","31055",0,0,"2020/10",19,"10","2020","Douglas County","Nebraska",356865,235,23390
"1283","Douglas County, NE","31055",0,0,"2020/11",19,"11","2020","Douglas County","Nebraska",356865,329,40636
"1284","Douglas County, NE","31055",0,0,"2020/12",28,"12","2020","Douglas County","Nebraska",356865,515,53284
"1285","Douglas County, NE","31055",25838,8895,"2021/01",24,"01","2021","Douglas County","Nebraska",356131,597,61198
"1286","Douglas County, NE","31055",37319,29252,"2021/02",18,"02","2021","Douglas County","Nebraska",356131,660,63812
"1287","Douglas County, NE","31055",97880,50192,"2021/03",18,"03","2021","Douglas County","Nebraska",356131,682,66689
"1288","Douglas County, NE","31055",174350,123196,"2021/04",21,"04","2021","Douglas County","Nebraska",356131,700,70687
"1289","Douglas County, NE","31055",0,179063,"2021/05",26,"05","2021","Douglas County","Nebraska",356131,720,71805
"1290","Douglas County, NE","31055",0,201459,"2021/06",38,"06","2021","Douglas County","Nebraska",356131,731,72236
"1291","Douglas County, NE","31055",0,207716,"2021/07",24,"07","2021","Douglas County","Nebraska",356131,737,73521
"1292","Douglas County, NE","31055",0,217721,"2021/08",22,"08","2021","Douglas County","Nebraska",356131,750,78170
"1293","Douglas County, NE","31055",0,227941,"2021/09",20,"09","2021","Douglas County","Nebraska",356131,793,83356
"1294","Douglas County, NE","31055",249329,234895,"2021/10",40,"10","2021","Douglas County","Nebraska",356131,828,87304
"1295","Douglas County, NE","31055",256927,239891,"2021/11",21,"11","2021","Douglas County","Nebraska",356131,857,93516
"1296","Douglas County, NE","31055",265463,244463,"2021/12",24,"12","2021","Douglas County","Nebraska",356131,915,103142
"1297","DuPage County, IL","17043",0,0,"2018/01",29,"01","2018","DuPage County","Illinois",572852,0,0
"1298","DuPage County, IL","17043",0,0,"2018/02",19,"02","2018","DuPage County","Illinois",572852,0,0
"1299","DuPage County, IL","17043",0,0,"2018/03",21,"03","2018","DuPage County","Illinois",572852,0,0
"1300","DuPage County, IL","17043",0,0,"2018/04",15,"04","2018","DuPage County","Illinois",572852,0,0
"1301","DuPage County, IL","17043",0,0,"2018/05",28,"05","2018","DuPage County","Illinois",572852,0,0
"1302","DuPage County, IL","17043",0,0,"2018/06",24,"06","2018","DuPage County","Illinois",572852,0,0
"1303","DuPage County, IL","17043",0,0,"2018/07",24,"07","2018","DuPage County","Illinois",572852,0,0
"1304","DuPage County, IL","17043",0,0,"2018/08",27,"08","2018","DuPage County","Illinois",572852,0,0
"1305","DuPage County, IL","17043",0,0,"2018/09",24,"09","2018","DuPage County","Illinois",572852,0,0
"1306","DuPage County, IL","17043",0,0,"2018/10",28,"10","2018","DuPage County","Illinois",572852,0,0
"1307","DuPage County, IL","17043",0,0,"2018/11",15,"11","2018","DuPage County","Illinois",572852,0,0
"1308","DuPage County, IL","17043",0,0,"2018/12",26,"12","2018","DuPage County","Illinois",572852,0,0
"1309","DuPage County, IL","17043",0,0,"2019/01",19,"01","2019","DuPage County","Illinois",566345,0,0
"1310","DuPage County, IL","17043",0,0,"2019/02",15,"02","2019","DuPage County","Illinois",566345,0,0
"1311","DuPage County, IL","17043",0,0,"2019/03",23,"03","2019","DuPage County","Illinois",566345,0,0
"1312","DuPage County, IL","17043",0,0,"2019/04",25,"04","2019","DuPage County","Illinois",566345,0,0
"1313","DuPage County, IL","17043",0,0,"2019/05",28,"05","2019","DuPage County","Illinois",566345,0,0
"1314","DuPage County, IL","17043",0,0,"2019/06",21,"06","2019","DuPage County","Illinois",566345,0,0
"1315","DuPage County, IL","17043",0,0,"2019/07",29,"07","2019","DuPage County","Illinois",566345,0,0
"1316","DuPage County, IL","17043",0,0,"2019/08",26,"08","2019","DuPage County","Illinois",566345,0,0
"1317","DuPage County, IL","17043",0,0,"2019/09",32,"09","2019","DuPage County","Illinois",566345,0,0
"1318","DuPage County, IL","17043",0,0,"2019/10",25,"10","2019","DuPage County","Illinois",566345,0,0
"1319","DuPage County, IL","17043",0,0,"2019/11",19,"11","2019","DuPage County","Illinois",566345,0,0
"1320","DuPage County, IL","17043",0,0,"2019/12",26,"12","2019","DuPage County","Illinois",566345,0,0
"1321","DuPage County, IL","17043",0,0,"2020/01",26,"01","2020","DuPage County","Illinois",568669,0,0
"1322","DuPage County, IL","17043",0,0,"2020/02",32,"02","2020","DuPage County","Illinois",568669,0,0
"1323","DuPage County, IL","17043",0,0,"2020/03",21,"03","2020","DuPage County","Illinois",568669,10,356
"1324","DuPage County, IL","17043",0,0,"2020/04",31,"04","2020","DuPage County","Illinois",568669,163,3081
"1325","DuPage County, IL","17043",0,0,"2020/05",20,"05","2020","DuPage County","Illinois",568669,373,7717
"1326","DuPage County, IL","17043",0,0,"2020/06",21,"06","2020","DuPage County","Illinois",568669,470,9036
"1327","DuPage County, IL","17043",0,0,"2020/07",28,"07","2020","DuPage County","Illinois",568669,510,11267
"1328","DuPage County, IL","17043",0,0,"2020/08",26,"08","2020","DuPage County","Illinois",568669,533,14615
"1329","DuPage County, IL","17043",0,0,"2020/09",21,"09","2020","DuPage County","Illinois",568669,563,17786
"1330","DuPage County, IL","17043",0,0,"2020/10",22,"10","2020","DuPage County","Illinois",568669,619,24696
"1331","DuPage County, IL","17043",0,0,"2020/11",29,"11","2020","DuPage County","Illinois",568669,790,45446
"1332","DuPage County, IL","17043",12389,60,"2020/12",40,"12","2020","DuPage County","Illinois",568669,1030,61805
"1333","DuPage County, IL","17043",41584,18064,"2021/01",24,"01","2021","DuPage County","Illinois",562698,1191,72454
"1334","DuPage County, IL","17043",79601,42003,"2021/02",30,"02","2021","DuPage County","Illinois",562698,1281,76765
"1335","DuPage County, IL","17043",187185,89258,"2021/03",33,"03","2021","DuPage County","Illinois",562698,1316,81889
"1336","DuPage County, IL","17043",344290,201652,"2021/04",33,"04","2021","DuPage County","Illinois",562698,1348,88752
"1337","DuPage County, IL","17043",406403,309999,"2021/05",32,"05","2021","DuPage County","Illinois",562698,1389,91860
"1338","DuPage County, IL","17043",436866,348264,"2021/06",26,"06","2021","DuPage County","Illinois",562698,1406,92565
"1339","DuPage County, IL","17043",453757,362578,"2021/07",21,"07","2021","DuPage County","Illinois",562698,1406,94007
"1340","DuPage County, IL","17043",476438,378961,"2021/08",20,"08","2021","DuPage County","Illinois",562698,1421,99590
"1341","DuPage County, IL","17043",489866,391830,"2021/09",19,"09","2021","DuPage County","Illinois",562698,1449,105071
"1342","DuPage County, IL","17043",467177,438821,"2021/10",24,"10","2021","DuPage County","Illinois",562698,1470,109707
"1343","DuPage County, IL","17043",481741,446609,"2021/11",19,"11","2021","DuPage County","Illinois",562698,1491,117788
"1344","DuPage County, IL","17043",495914,453783,"2021/12",39,"12","2021","DuPage County","Illinois",562698,1530,142738
"1345","Duval County, FL","12031",0,0,"2018/01",54,"01","2018","Duval County","Florida",600828,0,0
"1346","Duval County, FL","12031",0,0,"2018/02",60,"02","2018","Duval County","Florida",600828,0,0
"1347","Duval County, FL","12031",0,0,"2018/03",57,"03","2018","Duval County","Florida",600828,0,0
"1348","Duval County, FL","12031",0,0,"2018/04",49,"04","2018","Duval County","Florida",600828,0,0
"1349","Duval County, FL","12031",0,0,"2018/05",54,"05","2018","Duval County","Florida",600828,0,0
"1350","Duval County, FL","12031",0,0,"2018/06",52,"06","2018","Duval County","Florida",600828,0,0
"1351","Duval County, FL","12031",0,0,"2018/07",56,"07","2018","Duval County","Florida",600828,0,0
"1352","Duval County, FL","12031",0,0,"2018/08",47,"08","2018","Duval County","Florida",600828,0,0
"1353","Duval County, FL","12031",0,0,"2018/09",39,"09","2018","Duval County","Florida",600828,0,0
"1354","Duval County, FL","12031",0,0,"2018/10",61,"10","2018","Duval County","Florida",600828,0,0
"1355","Duval County, FL","12031",0,0,"2018/11",66,"11","2018","Duval County","Florida",600828,0,0
"1356","Duval County, FL","12031",0,0,"2018/12",59,"12","2018","Duval County","Florida",600828,0,0
"1357","Duval County, FL","12031",0,0,"2019/01",59,"01","2019","Duval County","Florida",603413,0,0
"1358","Duval County, FL","12031",0,0,"2019/02",61,"02","2019","Duval County","Florida",603413,0,0
"1359","Duval County, FL","12031",0,0,"2019/03",77,"03","2019","Duval County","Florida",603413,0,0
"1360","Duval County, FL","12031",0,0,"2019/04",56,"04","2019","Duval County","Florida",603413,0,0
"1361","Duval County, FL","12031",0,0,"2019/05",66,"05","2019","Duval County","Florida",603413,0,0
"1362","Duval County, FL","12031",0,0,"2019/06",64,"06","2019","Duval County","Florida",603413,0,0
"1363","Duval County, FL","12031",0,0,"2019/07",57,"07","2019","Duval County","Florida",603413,0,0
"1364","Duval County, FL","12031",0,0,"2019/08",70,"08","2019","Duval County","Florida",603413,0,0
"1365","Duval County, FL","12031",0,0,"2019/09",43,"09","2019","Duval County","Florida",603413,0,0
"1366","Duval County, FL","12031",0,0,"2019/10",59,"10","2019","Duval County","Florida",603413,0,0
"1367","Duval County, FL","12031",0,0,"2019/11",49,"11","2019","Duval County","Florida",603413,0,0
"1368","Duval County, FL","12031",0,0,"2019/12",57,"12","2019","Duval County","Florida",603413,0,0
"1369","Duval County, FL","12031",0,0,"2020/01",59,"01","2020","Duval County","Florida",625724,0,0
"1370","Duval County, FL","12031",0,0,"2020/02",53,"02","2020","Duval County","Florida",625724,0,0
"1371","Duval County, FL","12031",0,0,"2020/03",50,"03","2020","Duval County","Florida",625724,4,207
"1372","Duval County, FL","12031",0,0,"2020/04",57,"04","2020","Duval County","Florida",625724,20,1012
"1373","Duval County, FL","12031",0,0,"2020/05",54,"05","2020","Duval County","Florida",625724,50,1644
"1374","Duval County, FL","12031",0,0,"2020/06",62,"06","2020","Duval County","Florida",625724,64,6207
"1375","Duval County, FL","12031",0,0,"2020/07",75,"07","2020","Duval County","Florida",625724,153,21038
"1376","Duval County, FL","12031",0,0,"2020/08",70,"08","2020","Duval County","Florida",625724,254,26460
"1377","Duval County, FL","12031",0,0,"2020/09",74,"09","2020","Duval County","Florida",625724,394,30548
"1378","Duval County, FL","12031",0,0,"2020/10",52,"10","2020","Duval County","Florida",625724,523,35256
"1379","Duval County, FL","12031",0,0,"2020/11",49,"11","2020","Duval County","Florida",625724,604,43978
"1380","Duval County, FL","12031",11974,532,"2020/12",61,"12","2020","Duval County","Florida",625724,725,61321
"1381","Duval County, FL","12031",35718,13733,"2021/01",59,"01","2021","Duval County","Florida",625067,911,81927
"1382","Duval County, FL","12031",53909,34441,"2021/02",66,"02","2021","Duval County","Florida",625067,1164,88774
"1383","Duval County, FL","12031",148777,71349,"2021/03",57,"03","2021","Duval County","Florida",625067,1304,92562
"1384","Duval County, FL","12031",232625,170031,"2021/04",63,"04","2021","Duval County","Florida",625067,1386,97248
"1385","Duval County, FL","12031",270997,227720,"2021/05",60,"05","2021","Duval County","Florida",625067,1489,100502
"1386","Duval County, FL","12031",294455,258346,"2021/06",52,"06","2021","Duval County","Florida",625067,1483,101623
"1387","Duval County, FL","12031",332166,276282,"2021/07",76,"07","2021","Duval County","Florida",625067,1483,124371
"1388","Duval County, FL","12031",381415,314228,"2021/08",80,"08","2021","Duval County","Florida",625067,1483,149122
"1389","Duval County, FL","12031",405817,349631,"2021/09",61,"09","2021","Duval County","Florida",625067,2553,160562
"1390","Duval County, FL","12031",420705,368020,"2021/10",63,"10","2021","Duval County","Florida",625067,2804,164483
"1391","Duval County, FL","12031",433872,381997,"2021/11",63,"11","2021","Duval County","Florida",625067,2850,165515
"1392","Duval County, FL","12031",447126,391493,"2021/12",66,"12","2021","Duval County","Florida",625067,2889,176849
"1393","East Baton Rouge Parish, LA","22033",0,0,"2018/01",28,"01","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1394","East Baton Rouge Parish, LA","22033",0,0,"2018/02",35,"02","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1395","East Baton Rouge Parish, LA","22033",0,0,"2018/03",30,"03","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1396","East Baton Rouge Parish, LA","22033",0,0,"2018/04",24,"04","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1397","East Baton Rouge Parish, LA","22033",0,0,"2018/05",31,"05","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1398","East Baton Rouge Parish, LA","22033",0,0,"2018/06",26,"06","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1399","East Baton Rouge Parish, LA","22033",0,0,"2018/07",30,"07","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1400","East Baton Rouge Parish, LA","22033",0,0,"2018/08",26,"08","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1401","East Baton Rouge Parish, LA","22033",0,0,"2018/09",26,"09","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1402","East Baton Rouge Parish, LA","22033",0,0,"2018/10",27,"10","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1403","East Baton Rouge Parish, LA","22033",0,0,"2018/11",33,"11","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1404","East Baton Rouge Parish, LA","22033",0,0,"2018/12",38,"12","2018","East Baton Rouge Parish","Louisiana",278973,0,0
"1405","East Baton Rouge Parish, LA","22033",0,0,"2019/01",32,"01","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1406","East Baton Rouge Parish, LA","22033",0,0,"2019/02",28,"02","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1407","East Baton Rouge Parish, LA","22033",0,0,"2019/03",24,"03","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1408","East Baton Rouge Parish, LA","22033",0,0,"2019/04",26,"04","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1409","East Baton Rouge Parish, LA","22033",0,0,"2019/05",25,"05","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1410","East Baton Rouge Parish, LA","22033",0,0,"2019/06",33,"06","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1411","East Baton Rouge Parish, LA","22033",0,0,"2019/07",32,"07","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1412","East Baton Rouge Parish, LA","22033",0,0,"2019/08",34,"08","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1413","East Baton Rouge Parish, LA","22033",0,0,"2019/09",33,"09","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1414","East Baton Rouge Parish, LA","22033",0,0,"2019/10",38,"10","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1415","East Baton Rouge Parish, LA","22033",0,0,"2019/11",26,"11","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1416","East Baton Rouge Parish, LA","22033",0,0,"2019/12",20,"12","2019","East Baton Rouge Parish","Louisiana",275557,0,0
"1417","East Baton Rouge Parish, LA","22033",0,0,"2020/01",25,"01","2020","East Baton Rouge Parish","Louisiana",284079,0,0
"1418","East Baton Rouge Parish, LA","22033",0,0,"2020/02",36,"02","2020","East Baton Rouge Parish","Louisiana",284079,0,0
"1419","East Baton Rouge Parish, LA","22033",0,0,"2020/03",46,"03","2020","East Baton Rouge Parish","Louisiana",284079,9,228
"1420","East Baton Rouge Parish, LA","22033",0,0,"2020/04",27,"04","2020","East Baton Rouge Parish","Louisiana",284079,137,1874
"1421","East Baton Rouge Parish, LA","22033",0,0,"2020/05",39,"05","2020","East Baton Rouge Parish","Louisiana",284079,239,3618
"1422","East Baton Rouge Parish, LA","22033",0,0,"2020/06",36,"06","2020","East Baton Rouge Parish","Louisiana",284079,270,5123
"1423","East Baton Rouge Parish, LA","22033",0,0,"2020/07",39,"07","2020","East Baton Rouge Parish","Louisiana",284079,326,10690
"1424","East Baton Rouge Parish, LA","22033",0,0,"2020/08",28,"08","2020","East Baton Rouge Parish","Louisiana",284079,410,13778
"1425","East Baton Rouge Parish, LA","22033",0,0,"2020/09",25,"09","2020","East Baton Rouge Parish","Louisiana",284079,442,15192
"1426","East Baton Rouge Parish, LA","22033",0,0,"2020/10",28,"10","2020","East Baton Rouge Parish","Louisiana",284079,459,16202
"1427","East Baton Rouge Parish, LA","22033",0,0,"2020/11",30,"11","2020","East Baton Rouge Parish","Louisiana",284079,516,19868
"1428","East Baton Rouge Parish, LA","22033",0,0,"2020/12",44,"12","2020","East Baton Rouge Parish","Louisiana",284079,583,25726
"1429","East Baton Rouge Parish, LA","22033",12084,5288,"2021/01",40,"01","2021","East Baton Rouge Parish","Louisiana",280885,673,32644
"1430","East Baton Rouge Parish, LA","22033",21051,11663,"2021/02",33,"02","2021","East Baton Rouge Parish","Louisiana",280885,734,35628
"1431","East Baton Rouge Parish, LA","22033",76742,35552,"2021/03",31,"03","2021","East Baton Rouge Parish","Louisiana",280885,771,37339
"1432","East Baton Rouge Parish, LA","22033",102083,80852,"2021/04",37,"04","2021","East Baton Rouge Parish","Louisiana",280885,799,39099
"1433","East Baton Rouge Parish, LA","22033",114790,101296,"2021/05",25,"05","2021","East Baton Rouge Parish","Louisiana",280885,823,40325
"1434","East Baton Rouge Parish, LA","22033",122486,110917,"2021/06",29,"06","2021","East Baton Rouge Parish","Louisiana",280885,837,41204
