"","State","Year","Month.Code","Deaths","Month","Administered_Dose1_18_to_65","Series_Complete_18_to_65","Population","date","fips","cases","deaths"
"605","South Carolina",2022,"2022/05",295,"05",2236252,1878041,5282634,"2022-05-31",45,1495762,17905
"606","South Carolina",2022,"2022/06",319,"06",2248498,1884854,5282634,"2022-06-30",45,1546406,18033
"607","South Carolina",2022,"2022/07",304,"07",2257816,1892456,5282634,"2022-07-31",45,1605165,18192
"608","South Carolina",2022,"2022/08",309,"08",2269095,1903458,5282634,"2022-08-31",45,1674281,18263
"609","South Carolina",2022,"2022/09",320,"09",2277869,1910750,5282634,"2022-09-30",45,1708074,18365
"610","South Carolina",2022,"2022/10",324,"10",2289191,1923726,5282634,"2022-10-31",45,1721693,18578
"611","South Carolina",2022,"2022/11",333,"11",2302696,1934242,5282634,"2022-11-30",45,1738379,19274
"612","South Carolina",2022,"2022/12",344,"12",2310087,1940140,5282634,"2022-12-31",45,1770059,19385
"613","South Carolina",2023,"2023/01",339,"01",2315809,1944224,NA,"2023-01-31",45,1812958,19628
"614","South Carolina",2023,"2023/02",273,"02",2318534,1946364,NA,"2023-02-28",45,1833731,20022
"615","South Carolina",2023,"2023/03",293,"03",2321038,1947937,NA,"2023-03-23",45,1840458,20192
"616","South Dakota",2022,"2022/01",44,"01",415647,332275,909824,"2022-01-31",46,226413,2650
"617","South Dakota",2022,"2022/02",32,"02",421538,336737,909824,"2022-02-28",46,235882,2805
"618","South Dakota",2022,"2022/03",39,"03",425576,339912,909824,"2022-03-31",46,237109,2883
"619","South Dakota",2022,"2022/04",35,"04",429017,342934,909824,"2022-04-30",46,237812,2912
"620","South Dakota",2022,"2022/05",38,"05",431934,345265,909824,"2022-05-31",46,239704,2927
"621","South Dakota",2022,"2022/06",32,"06",434664,347341,909824,"2022-06-30",46,244523,2938
"622","South Dakota",2022,"2022/07",41,"07",437083,349464,909824,"2022-07-31",46,250286,2956
"623","South Dakota",2022,"2022/08",36,"08",439907,352528,909824,"2022-08-31",46,257547,2993
"624","South Dakota",2022,"2022/09",35,"09",443231,354447,909824,"2022-09-30",46,261371,3021
"625","South Dakota",2022,"2022/10",24,"10",449941,357542,909824,"2022-10-31",46,264187,3059
"626","South Dakota",2022,"2022/11",38,"11",455257,360657,909824,"2022-11-30",46,268797,3117
"627","South Dakota",2022,"2022/12",35,"12",457504,361920,909824,"2022-12-31",46,271856,3138
"628","South Dakota",2023,"2023/01",37,"01",459119,362802,NA,"2023-01-31",46,273929,3169
"629","South Dakota",2023,"2023/02",36,"02",460023,363374,NA,"2023-02-28",46,277651,3196
"630","South Dakota",2023,"2023/03",33,"03",460694,363825,NA,"2023-03-23",46,280525,3222
"631","Tennessee",2022,"2022/01",605,"01",2773978,2390263,7051339,"2022-01-31",47,1802927,22231
"632","Tennessee",2022,"2022/02",510,"02",2808142,2425463,7051339,"2022-02-28",47,1955520,24219
"633","Tennessee",2022,"2022/03",491,"03",2826863,2446017,7051339,"2022-03-31",47,1972072,25337
"634","Tennessee",2022,"2022/04",487,"04",2845829,2465719,7051339,"2022-04-30",47,1981990,25895
"635","Tennessee",2022,"2022/05",488,"05",2857672,2476647,7051339,"2022-05-31",47,2013910,26207
"636","Tennessee",2022,"2022/06",483,"06",2868643,2480245,7051339,"2022-06-30",47,2069469,26400
"637","Tennessee",2022,"2022/07",451,"07",2877143,2487326,7051339,"2022-07-31",47,2144956,26732
"638","Tennessee",2022,"2022/08",526,"08",2886832,2497244,7051339,"2022-08-31",47,2239401,27164
"639","Tennessee",2022,"2022/09",484,"09",2896029,2504810,7051339,"2022-09-30",47,2280546,27536
"640","Tennessee",2022,"2022/10",429,"10",2905591,2513927,7051339,"2022-10-31",47,2298594,27792
"641","Tennessee",2022,"2022/11",497,"11",2916331,2521655,7051339,"2022-11-30",47,2329549,28023
"642","Tennessee",2022,"2022/12",542,"12",2922053,2525785,7051339,"2022-12-31",47,2367936,28274
"643","Tennessee",2023,"2023/01",495,"01",2925669,2528271,NA,"2023-01-31",47,2406233,28596
"644","Tennessee",2023,"2023/02",414,"02",2928680,2530194,NA,"2023-02-28",47,2440754,28879
"645","Tennessee",2023,"2023/03",394,"03",2930557,2531386,NA,"2023-03-23",47,2459152,29035
"646","Texas",2022,"2022/01",1577,"01",14145180,12042683,30029572,"2022-01-31",48,6219346,79694
"647","Texas",2022,"2022/02",1326,"02",14352959,12209751,30029572,"2022-02-28",48,6564429,85000
"648","Texas",2022,"2022/03",1363,"03",14496599,12312374,30029572,"2022-03-31",48,6680558,87507
"649","Texas",2022,"2022/04",1263,"04",14641776,12399957,30029572,"2022-04-30",48,6752149,88303
"650","Texas",2022,"2022/05",1322,"05",14749306,12471420,30029572,"2022-05-31",48,6868584,88569
"651","Texas",2022,"2022/06",1192,"06",14844515,12525133,30029572,"2022-06-30",48,7105390,88901
"652","Texas",2022,"2022/07",1403,"07",14930303,12572592,30029572,"2022-07-31",48,7443235,89455
"653","Texas",2022,"2022/08",1286,"08",14801049,12431005,30029572,"2022-08-31",48,7738083,90390
"654","Texas",2022,"2022/09",1203,"09",14859159,12472485,30029572,"2022-09-30",48,7882610,91016
"655","Texas",2022,"2022/10",1287,"10",14907728,12508069,30029572,"2022-10-31",48,7925331,91324
"656","Texas",2022,"2022/11",1356,"11",15020240,12581880,30029572,"2022-11-30",48,7985331,92323
"657","Texas",2022,"2022/12",1489,"12",15082264,12607632,30029572,"2022-12-31",48,8111323,92709
"658","Texas",2023,"2023/01",1344,"01",15124715,12628457,NA,"2023-01-31",48,8240015,93366
"659","Texas",2023,"2023/02",1166,"02",15155378,12645610,NA,"2023-02-28",48,8316766,94059
"660","Texas",2023,"2023/03",1076,"03",15177604,12655749,NA,"2023-03-23",48,8447168,94518
"661","Utah",2022,"2022/01",96,"01",1547213,1361206,3380800,"2022-01-31",49,885686,4118
"662","Utah",2022,"2022/02",75,"02",1573968,1406585,3380800,"2022-02-28",49,923036,4411
"663","Utah",2022,"2022/03",89,"03",1582170,1415185,3380800,"2022-03-31",49,928148,4714
"664","Utah",2022,"2022/04",86,"04",1590350,1423052,3380800,"2022-04-30",49,932480,4747
"665","Utah",2022,"2022/05",51,"05",1595033,1426866,3380800,"2022-05-31",49,949210,4777
"666","Utah",2022,"2022/06",82,"06",1601503,1431293,3380800,"2022-06-30",49,983139,4834
"667","Utah",2022,"2022/07",79,"07",1605192,1434364,3380800,"2022-07-31",49,1010550,4900
"668","Utah",2022,"2022/08",74,"08",1610232,1440702,3380800,"2022-08-31",49,1027083,4968
"669","Utah",2022,"2022/09",62,"09",1614305,1444274,3380800,"2022-09-30",49,1038696,5021
"670","Utah",2022,"2022/10",68,"10",1619333,1449119,3380800,"2022-10-31",49,1045758,5056
"671","Utah",2022,"2022/11",79,"11",1625519,1453887,3380800,"2022-11-30",49,1059170,5110
"672","Utah",2022,"2022/12",87,"12",1629438,1456718,3380800,"2022-12-31",49,1075137,5187
"673","Utah",2023,"2023/01",91,"01",1631871,1458520,NA,"2023-01-31",49,1081661,5253
"674","Utah",2023,"2023/02",77,"02",1635517,1461813,NA,"2023-02-28",49,1087468,5276
"675","Utah",2023,"2023/03",60,"03",1636661,1462697,NA,"2023-03-23",49,1093049,5316
"676","Vermont",2022,"2022/01",31,"01",369138,314775,647064,"2022-01-31",50,104472,536
"677","Vermont",2022,"2022/02",30,"02",370996,316824,647064,"2022-02-28",50,112364,598
"678","Vermont",2022,"2022/03",33,"03",372520,318390,647064,"2022-03-31",50,116639,617
"679","Vermont",2022,"2022/04",29,"04",373751,319900,647064,"2022-04-30",50,123842,637
"680","Vermont",2022,"2022/05",37,"05",375472,321356,647064,"2022-05-31",50,131460,661
"681","Vermont",2022,"2022/06",29,"06",376790,322479,647064,"2022-06-30",50,135668,683
"682","Vermont",2022,"2022/07",28,"07",377725,323316,647064,"2022-07-31",50,137649,693
"683","Vermont",2022,"2022/08",20,"08",378730,324487,647064,"2022-08-31",50,140308,707
"684","Vermont",2022,"2022/09",29,"09",379550,325420,647064,"2022-09-30",50,142443,719
"685","Vermont",2022,"2022/10",26,"10",383432,328121,647064,"2022-10-31",50,144895,740
"686","Vermont",2022,"2022/11",33,"11",386486,330066,647064,"2022-11-30",50,146777,770
"687","Vermont",2022,"2022/12",31,"12",388822,331574,647064,"2022-12-31",50,148393,791
"688","Vermont",2023,"2023/01",25,"01",390090,332320,NA,"2023-01-31",50,150190,889
"689","Vermont",2023,"2023/02",14,"02",390975,332824,NA,"2023-02-28",50,151925,917
"690","Vermont",2023,"2023/03",31,"03",391613,333266,NA,"2023-03-23",50,153198,939
"691","Virginia",2022,"2022/01",519,"01",4856662,4120048,8683619,"2022-01-31",51,1545650,16217
"692","Virginia",2022,"2022/02",367,"02",4922979,4178889,8683619,"2022-02-28",51,1639942,18771
"693","Virginia",2022,"2022/03",389,"03",4948374,4201476,8683619,"2022-03-31",51,1668891,19692
"694","Virginia",2022,"2022/04",384,"04",4975770,4224003,8683619,"2022-04-30",51,1701458,20236
"695","Virginia",2022,"2022/05",402,"05",5000291,4246365,8683619,"2022-05-31",51,1787756,20389
"696","Virginia",2022,"2022/06",382,"06",5020357,4240717,8683619,"2022-06-30",51,1869231,20598
"697","Virginia",2022,"2022/07",372,"07",5037856,4255493,8683619,"2022-07-31",51,1954716,20918
"698","Virginia",2022,"2022/08",362,"08",5054475,4270917,8683619,"2022-08-31",51,2040106,21416
"699","Virginia",2022,"2022/09",339,"09",5072901,4287408,8683619,"2022-09-30",51,2088708,21866
"700","Virginia",2022,"2022/10",352,"10",5108201,4313506,8683619,"2022-10-31",51,2120280,22199
"701","Virginia",2022,"2022/11",342,"11",5158537,4338618,8683619,"2022-11-30",51,2149512,22543
"702","Virginia",2022,"2022/12",370,"12",5178900,4351446,8683619,"2022-12-31",51,2205518,22793
"703","Virginia",2023,"2023/01",317,"01",5194930,4359778,NA,"2023-01-31",51,2260796,23251
"704","Virginia",2023,"2023/02",304,"02",5201708,4364184,NA,"2023-02-28",51,2287440,23738
"705","Virginia",2023,"2023/03",331,"03",5204661,4366163,NA,"2023-03-23",51,2298300,23782
"706","Washington",2022,"2022/01",362,"01",4131791,3674545,7785786,"2022-01-31",53,1335737,10838
"707","Washington",2022,"2022/02",261,"02",4180712,3734202,7785786,"2022-02-28",53,1424674,11941
"708","Washington",2022,"2022/03",294,"03",4206935,3758405,7785786,"2022-03-31",53,1455632,12540
"709","Washington",2022,"2022/04",304,"04",4225190,3775374,7785786,"2022-04-30",53,1498708,12747
"710","Washington",2022,"2022/05",268,"05",4240857,3787957,7785786,"2022-05-31",53,1578148,12967
"711","Washington",2022,"2022/06",292,"06",4258673,3782709,7785786,"2022-06-30",53,1659804,13277
"712","Washington",2022,"2022/07",268,"07",4270782,3792863,7785786,"2022-07-31",53,1732671,13651
"713","Washington",2022,"2022/08",259,"08",4283530,3805031,7785786,"2022-08-31",53,1784891,14079
"714","Washington",2022,"2022/09",242,"09",4299470,3817557,7785786,"2022-09-30",53,1816546,14376
"715","Washington",2022,"2022/10",239,"10",4324101,3853120,7785786,"2022-10-31",53,1838501,14617
"716","Washington",2022,"2022/11",293,"11",4353292,3874964,7785786,"2022-11-30",53,1859858,14738
"717","Washington",2022,"2022/12",335,"12",4367503,3885117,7785786,"2022-12-31",53,1883676,15067
"718","Washington",2023,"2023/01",272,"01",4378004,3892978,NA,"2023-01-31",53,1904198,15434
"719","Washington",2023,"2023/02",236,"02",4383924,3897622,NA,"2023-02-28",53,1924418,15668
"720","Washington",2023,"2023/03",249,"03",4387686,3900537,NA,"2023-03-23",53,1940704,15905
"721","West Virginia",2022,"2022/01",130,"01",717707,631337,1775156,"2022-01-31",54,446771,5763
"722","West Virginia",2022,"2022/02",137,"02",725095,637841,1775156,"2022-02-28",54,490111,6317
"723","West Virginia",2022,"2022/03",135,"03",730057,642619,1775156,"2022-03-31",54,497769,6831
"724","West Virginia",2022,"2022/04",129,"04",733527,645640,1775156,"2022-04-30",54,501204,6856
"725","West Virginia",2022,"2022/05",110,"05",736733,648175,1775156,"2022-05-31",54,515925,6948
"726","West Virginia",2022,"2022/06",119,"06",739812,650675,1775156,"2022-06-30",54,532503,7064
"727","West Virginia",2022,"2022/07",130,"07",742752,652907,1775156,"2022-07-31",54,555107,7156
"728","West Virginia",2022,"2022/08",107,"08",745762,656408,1775156,"2022-08-31",54,582666,7286
"729","West Virginia",2022,"2022/09",127,"09",748153,658248,1775156,"2022-09-30",54,600558,7416
"730","West Virginia",2022,"2022/10",112,"10",751440,661147,1775156,"2022-10-31",54,608104,7522
"731","West Virginia",2022,"2022/11",115,"11",754647,663368,1775156,"2022-11-30",54,614646,7727
"732","West Virginia",2022,"2022/12",135,"12",756426,664633,1775156,"2022-12-31",54,624721,7795
"733","West Virginia",2023,"2023/01",136,"01",757850,665557,NA,"2023-01-31",54,634541,7957
"734","West Virginia",2023,"2023/02",111,"02",758719,666143,NA,"2023-02-28",54,640150,8048
"735","West Virginia",2023,"2023/03",115,"03",759268,666531,NA,"2023-03-23",54,645710,8132
"736","Wisconsin",2022,"2022/01",320,"01",2658719,2396871,5892539,"2022-01-31",55,1516634,12374
"737","Wisconsin",2022,"2022/02",215,"02",2682908,2426434,5892539,"2022-02-28",55,1572199,13297
"738","Wisconsin",2022,"2022/03",210,"03",2695799,2441720,5892539,"2022-03-31",55,1585495,14302
"739","Wisconsin",2022,"2022/04",223,"04",2706966,2454903,5892539,"2022-04-30",55,1610673,14413
"740","Wisconsin",2022,"2022/05",234,"05",2716181,2463263,5892539,"2022-05-31",55,1675587,14600
"741","Wisconsin",2022,"2022/06",229,"06",2723975,2470447,5892539,"2022-06-30",55,1726646,14797
"742","Wisconsin",2022,"2022/07",221,"07",2730378,2476866,5892539,"2022-07-31",55,1777713,14922
"743","Wisconsin",2022,"2022/08",237,"08",2737529,2485064,5892539,"2022-08-31",55,1832397,15072
"744","Wisconsin",2022,"2022/09",232,"09",2745551,2491354,5892539,"2022-09-30",55,1866640,15263
"745","Wisconsin",2022,"2022/10",238,"10",2759756,2502970,5892539,"2022-10-31",55,1895481,15460
"746","Wisconsin",2022,"2022/11",243,"11",2777747,2513344,5892539,"2022-11-30",55,1926443,15668
"747","Wisconsin",2022,"2022/12",247,"12",2785479,2518927,5892539,"2022-12-31",55,1960884,15860
"748","Wisconsin",2023,"2023/01",236,"01",2790543,2522819,NA,"2023-01-31",55,1983469,16172
"749","Wisconsin",2023,"2023/02",219,"02",2793780,2525449,NA,"2023-02-28",55,2000875,16377
"750","Wisconsin",2023,"2023/03",196,"03",2795528,2526946,NA,"2023-03-23",55,2014524,16485
"751","Wyoming",2022,"2022/01",28,"01",213519,184641,581381,"2022-01-31",56,146505,1625
"752","Wyoming",2022,"2022/02",21,"02",216462,187165,581381,"2022-02-28",56,155101,1718
"753","Wyoming",2022,"2022/03",23,"03",218014,188853,581381,"2022-03-31",56,156112,1791
"754","Wyoming",2022,"2022/04",40,"04",219346,190613,581381,"2022-04-30",56,156550,1812
"755","Wyoming",2022,"2022/05",21,"05",217077,188571,581381,"2022-05-31",56,158472,1820
"756","Wyoming",2022,"2022/06",21,"06",218369,189343,581381,"2022-06-30",56,164456,1834
"757","Wyoming",2022,"2022/07",31,"07",219168,190057,581381,"2022-07-31",56,170031,1856
"758","Wyoming",2022,"2022/08",20,"08",219771,191011,581381,"2022-08-31",56,174828,1881
"759","Wyoming",2022,"2022/09",18,"09",220572,191500,581381,"2022-09-30",56,176728,1894
"760","Wyoming",2022,"2022/10",23,"10",221851,192529,581381,"2022-10-31",56,178444,1908
"761","Wyoming",2022,"2022/11",24,"11",223433,193460,581381,"2022-11-30",56,180925,1938
"762","Wyoming",2022,"2022/12",25,"12",224229,193952,581381,"2022-12-31",56,182847,1959
"763","Wyoming",2023,"2023/01",25,"01",224539,194133,NA,"2023-01-31",56,183173,1980
"764","Wyoming",2023,"2023/02",28,"02",224929,194312,NA,"2023-02-28",56,185159,2002
"765","Wyoming",2023,"2023/03",20,"03",225135,194478,NA,"2023-03-23",56,185800,2014
