Notes	Census Region	Census Region Code	State	State Code	Month	Month Code	Deaths	Population	Crude Rate
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Mar., 2020"	2020/03	1100	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Apr., 2020"	2020/04	1137	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"May, 2020"	2020/05	1245	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Jun., 2020"	2020/06	1138	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Jul., 2020"	2020/07	1202	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Aug., 2020"	2020/08	1191	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Sep., 2020"	2020/09	1137	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Oct., 2020"	2020/10	1186	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Nov., 2020"	2020/11	1408	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Dec., 2020"	2020/12	1366	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Jan., 2021 "	2021/01	1244	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Feb., 2021 "	2021/02	1062	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Mar., 2021 "	2021/03	1084	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Apr., 2021 "	2021/04	1128	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"May, 2021 "	2021/05	1140	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Jun., 2021 "	2021/06	1083	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Jul., 2021 "	2021/07	1136	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Aug., 2021 "	2021/08	1233	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Sep., 2021 "	2021/09	1366	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Oct., 2021 "	2021/10	1459	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Nov., 2021 "	2021/11	1434	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Wisconsin	55	"Dec., 2021 "	2021/12	1608	Not Applicable	Not Applicable
Total	Census Region 2: Midwest	CENS-R2	Wisconsin	55			53590	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jan., 2018"	2018/01	573	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Feb., 2018"	2018/02	537	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Mar., 2018"	2018/03	572	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Apr., 2018"	2018/04	559	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"May, 2018"	2018/05	518	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jun., 2018"	2018/06	516	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jul., 2018"	2018/07	495	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Aug., 2018"	2018/08	576	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Sep., 2018"	2018/09	485	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Oct., 2018"	2018/10	557	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Nov., 2018"	2018/11	522	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Dec., 2018"	2018/12	558	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jan., 2019"	2019/01	585	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Feb., 2019"	2019/02	532	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Mar., 2019"	2019/03	604	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Apr., 2019"	2019/04	554	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"May, 2019"	2019/05	524	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jun., 2019"	2019/06	554	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jul., 2019"	2019/07	607	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Aug., 2019"	2019/08	552	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Sep., 2019"	2019/09	552	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Oct., 2019"	2019/10	583	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Nov., 2019"	2019/11	545	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Dec., 2019"	2019/12	617	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jan., 2020"	2020/01	581	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Feb., 2020"	2020/02	560	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Mar., 2020"	2020/03	593	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Apr., 2020"	2020/04	622	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"May, 2020"	2020/05	666	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jun., 2020"	2020/06	612	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jul., 2020"	2020/07	628	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Aug., 2020"	2020/08	656	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Sep., 2020"	2020/09	656	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Oct., 2020"	2020/10	692	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Nov., 2020"	2020/11	699	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Dec., 2020"	2020/12	741	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jan., 2021 "	2021/01	686	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Feb., 2021 "	2021/02	562	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Mar., 2021 "	2021/03	541	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Apr., 2021 "	2021/04	593	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"May, 2021 "	2021/05	613	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jun., 2021 "	2021/06	550	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Jul., 2021 "	2021/07	607	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Aug., 2021 "	2021/08	694	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Sep., 2021 "	2021/09	731	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Oct., 2021 "	2021/10	811	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Nov., 2021 "	2021/11	724	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Iowa	19	"Dec., 2021 "	2021/12	883	Not Applicable	Not Applicable
Total	Census Region 2: Midwest	CENS-R2	Iowa	19			28978	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jan., 2018"	2018/01	626	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Feb., 2018"	2018/02	537	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Mar., 2018"	2018/03	619	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Apr., 2018"	2018/04	525	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"May, 2018"	2018/05	529	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jun., 2018"	2018/06	564	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jul., 2018"	2018/07	565	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Aug., 2018"	2018/08	542	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Sep., 2018"	2018/09	502	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Oct., 2018"	2018/10	525	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Nov., 2018"	2018/11	521	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Dec., 2018"	2018/12	614	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jan., 2019"	2019/01	573	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Feb., 2019"	2019/02	512	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Mar., 2019"	2019/03	544	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Apr., 2019"	2019/04	538	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"May, 2019"	2019/05	563	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jun., 2019"	2019/06	557	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jul., 2019"	2019/07	579	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Aug., 2019"	2019/08	545	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Sep., 2019"	2019/09	547	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Oct., 2019"	2019/10	584	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Nov., 2019"	2019/11	543	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Dec., 2019"	2019/12	559	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jan., 2020"	2020/01	620	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Feb., 2020"	2020/02	590	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Mar., 2020"	2020/03	614	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Apr., 2020"	2020/04	581	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"May, 2020"	2020/05	630	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jun., 2020"	2020/06	597	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jul., 2020"	2020/07	644	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Aug., 2020"	2020/08	623	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Sep., 2020"	2020/09	619	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Oct., 2020"	2020/10	607	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Nov., 2020"	2020/11	692	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Dec., 2020"	2020/12	880	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jan., 2021 "	2021/01	788	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Feb., 2021 "	2021/02	595	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Mar., 2021 "	2021/03	653	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Apr., 2021 "	2021/04	586	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"May, 2021 "	2021/05	609	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jun., 2021 "	2021/06	626	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Jul., 2021 "	2021/07	682	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Aug., 2021 "	2021/08	788	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Sep., 2021 "	2021/09	821	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Oct., 2021 "	2021/10	770	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Nov., 2021 "	2021/11	687	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Kansas	20	"Dec., 2021 "	2021/12	845	Not Applicable	Not Applicable
Total	Census Region 2: Midwest	CENS-R2	Kansas	20			29460	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jan., 2018"	2018/01	880	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Feb., 2018"	2018/02	822	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Mar., 2018"	2018/03	802	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Apr., 2018"	2018/04	730	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"May, 2018"	2018/05	778	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jun., 2018"	2018/06	754	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jul., 2018"	2018/07	843	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Aug., 2018"	2018/08	811	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Sep., 2018"	2018/09	808	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Oct., 2018"	2018/10	820	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Nov., 2018"	2018/11	851	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Dec., 2018"	2018/12	858	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jan., 2019"	2019/01	856	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Feb., 2019"	2019/02	790	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Mar., 2019"	2019/03	821	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Apr., 2019"	2019/04	823	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"May, 2019"	2019/05	868	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jun., 2019"	2019/06	806	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jul., 2019"	2019/07	841	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Aug., 2019"	2019/08	836	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Sep., 2019"	2019/09	766	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Oct., 2019"	2019/10	812	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Nov., 2019"	2019/11	824	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Dec., 2019"	2019/12	904	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jan., 2020"	2020/01	876	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Feb., 2020"	2020/02	835	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Mar., 2020"	2020/03	912	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Apr., 2020"	2020/04	935	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"May, 2020"	2020/05	969	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jun., 2020"	2020/06	939	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jul., 2020"	2020/07	924	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Aug., 2020"	2020/08	963	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Sep., 2020"	2020/09	926	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Oct., 2020"	2020/10	973	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Nov., 2020"	2020/11	1029	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Dec., 2020"	2020/12	1103	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jan., 2021 "	2021/01	1008	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Feb., 2021 "	2021/02	863	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Mar., 2021 "	2021/03	977	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Apr., 2021 "	2021/04	980	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"May, 2021 "	2021/05	975	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jun., 2021 "	2021/06	964	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Jul., 2021 "	2021/07	954	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Aug., 2021 "	2021/08	1044	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Sep., 2021 "	2021/09	1043	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Oct., 2021 "	2021/10	1137	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Nov., 2021 "	2021/11	1238	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Minnesota	27	"Dec., 2021 "	2021/12	1445	Not Applicable	Not Applicable
Total	Census Region 2: Midwest	CENS-R2	Minnesota	27			43716	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jan., 2018"	2018/01	1664	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Feb., 2018"	2018/02	1388	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Mar., 2018"	2018/03	1500	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Apr., 2018"	2018/04	1426	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"May, 2018"	2018/05	1389	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jun., 2018"	2018/06	1383	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jul., 2018"	2018/07	1462	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Aug., 2018"	2018/08	1457	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Sep., 2018"	2018/09	1374	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Oct., 2018"	2018/10	1482	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Nov., 2018"	2018/11	1386	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Dec., 2018"	2018/12	1469	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jan., 2019"	2019/01	1547	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Feb., 2019"	2019/02	1316	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Mar., 2019"	2019/03	1455	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Apr., 2019"	2019/04	1339	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"May, 2019"	2019/05	1459	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jun., 2019"	2019/06	1307	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jul., 2019"	2019/07	1498	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Aug., 2019"	2019/08	1417	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Sep., 2019"	2019/09	1391	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Oct., 2019"	2019/10	1337	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Nov., 2019"	2019/11	1470	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Dec., 2019"	2019/12	1465	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jan., 2020"	2020/01	1489	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Feb., 2020"	2020/02	1502	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Mar., 2020"	2020/03	1559	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Apr., 2020"	2020/04	1599	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"May, 2020"	2020/05	1612	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jun., 2020"	2020/06	1523	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jul., 2020"	2020/07	1697	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Aug., 2020"	2020/08	1666	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Sep., 2020"	2020/09	1536	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Oct., 2020"	2020/10	1727	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Nov., 2020"	2020/11	1823	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Dec., 2020"	2020/12	1947	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jan., 2021 "	2021/01	1832	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Feb., 2021 "	2021/02	1561	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Mar., 2021 "	2021/03	1621	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Apr., 2021 "	2021/04	1652	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"May, 2021 "	2021/05	1652	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jun., 2021 "	2021/06	1659	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Jul., 2021 "	2021/07	1894	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Aug., 2021 "	2021/08	2331	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Sep., 2021 "	2021/09	2009	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Oct., 2021 "	2021/10	1736	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Nov., 2021 "	2021/11	1732	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Missouri	29	"Dec., 2021 "	2021/12	1989	Not Applicable	Not Applicable
Total	Census Region 2: Midwest	CENS-R2	Missouri	29			75729	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Jan., 2018"	2018/01	342	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Feb., 2018"	2018/02	310	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Mar., 2018"	2018/03	337	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Apr., 2018"	2018/04	312	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"May, 2018"	2018/05	331	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Jun., 2018"	2018/06	331	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Jul., 2018"	2018/07	318	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Aug., 2018"	2018/08	302	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Sep., 2018"	2018/09	287	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Oct., 2018"	2018/10	318	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Nov., 2018"	2018/11	292	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Dec., 2018"	2018/12	313	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Jan., 2019"	2019/01	341	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Feb., 2019"	2019/02	316	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Mar., 2019"	2019/03	333	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Apr., 2019"	2019/04	305	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"May, 2019"	2019/05	321	Not Applicable	Not Applicable
	Census Region 2: Midwest	CENS-R2	Nebraska	31	"Jun., 2019"	2019/06	333	Not Applicable	Not Applicable
