Notes	Census Region	Census Region Code	State	State Code	Month	Month Code	Deaths	Population	Crude Rate
	Census Region 3: South	CENS-R3	Florida	12	"Dec., 2021 "	2021/12	5104	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	Florida	12			231324	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jan., 2018"	2018/01	2572	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Feb., 2018"	2018/02	2031	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Mar., 2018"	2018/03	2264	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Apr., 2018"	2018/04	2150	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"May, 2018"	2018/05	2226	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jun., 2018"	2018/06	2094	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jul., 2018"	2018/07	2057	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Aug., 2018"	2018/08	2151	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Sep., 2018"	2018/09	2057	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Oct., 2018"	2018/10	2181	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Nov., 2018"	2018/11	2093	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Dec., 2018"	2018/12	2326	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jan., 2019"	2019/01	2283	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Feb., 2019"	2019/02	2020	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Mar., 2019"	2019/03	2382	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Apr., 2019"	2019/04	2161	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"May, 2019"	2019/05	2297	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jun., 2019"	2019/06	2056	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jul., 2019"	2019/07	2232	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Aug., 2019"	2019/08	2107	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Sep., 2019"	2019/09	2071	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Oct., 2019"	2019/10	2140	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Nov., 2019"	2019/11	2227	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Dec., 2019"	2019/12	2331	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jan., 2020"	2020/01	2405	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Feb., 2020"	2020/02	2262	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Mar., 2020"	2020/03	2435	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Apr., 2020"	2020/04	2613	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"May, 2020"	2020/05	2578	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jun., 2020"	2020/06	2511	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jul., 2020"	2020/07	2991	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Aug., 2020"	2020/08	3020	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Sep., 2020"	2020/09	2700	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Oct., 2020"	2020/10	2689	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Nov., 2020"	2020/11	2604	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Dec., 2020"	2020/12	3043	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jan., 2021 "	2021/01	3619	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Feb., 2021 "	2021/02	2842	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Mar., 2021 "	2021/03	2663	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Apr., 2021 "	2021/04	2717	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"May, 2021 "	2021/05	2755	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jun., 2021 "	2021/06	2498	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Jul., 2021 "	2021/07	2699	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Aug., 2021 "	2021/08	4033	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Sep., 2021 "	2021/09	4535	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Oct., 2021 "	2021/10	3319	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Nov., 2021 "	2021/11	2775	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Georgia	13	"Dec., 2021 "	2021/12	2895	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	Georgia	13			121710	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jan., 2018"	2018/01	1269	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Feb., 2018"	2018/02	1184	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Mar., 2018"	2018/03	1212	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Apr., 2018"	2018/04	1147	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"May, 2018"	2018/05	1168	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jun., 2018"	2018/06	1224	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jul., 2018"	2018/07	1204	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Aug., 2018"	2018/08	1090	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Sep., 2018"	2018/09	1131	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Oct., 2018"	2018/10	1193	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Nov., 2018"	2018/11	1219	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Dec., 2018"	2018/12	1242	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jan., 2019"	2019/01	1218	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Feb., 2019"	2019/02	1124	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Mar., 2019"	2019/03	1341	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Apr., 2019"	2019/04	1200	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"May, 2019"	2019/05	1168	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jun., 2019"	2019/06	1165	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jul., 2019"	2019/07	1250	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Aug., 2019"	2019/08	1206	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Sep., 2019"	2019/09	1108	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Oct., 2019"	2019/10	1160	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Nov., 2019"	2019/11	1219	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Dec., 2019"	2019/12	1234	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jan., 2020"	2020/01	1216	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Feb., 2020"	2020/02	1127	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Mar., 2020"	2020/03	1244	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Apr., 2020"	2020/04	1625	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"May, 2020"	2020/05	1758	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jun., 2020"	2020/06	1468	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jul., 2020"	2020/07	1400	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Aug., 2020"	2020/08	1425	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Sep., 2020"	2020/09	1285	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Oct., 2020"	2020/10	1378	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Nov., 2020"	2020/11	1414	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Dec., 2020"	2020/12	1567	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jan., 2021 "	2021/01	1583	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Feb., 2021 "	2021/02	1298	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Mar., 2021 "	2021/03	1507	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Apr., 2021 "	2021/04	1437	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"May, 2021 "	2021/05	1424	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jun., 2021 "	2021/06	1258	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Jul., 2021 "	2021/07	1327	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Aug., 2021 "	2021/08	1341	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Sep., 2021 "	2021/09	1410	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Oct., 2021 "	2021/10	1469	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Nov., 2021 "	2021/11	1294	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Maryland	24	"Dec., 2021 "	2021/12	1582	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	Maryland	24			62513	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jan., 2018"	2018/01	2440	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Feb., 2018"	2018/02	2068	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Mar., 2018"	2018/03	2282	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Apr., 2018"	2018/04	2155	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"May, 2018"	2018/05	2138	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jun., 2018"	2018/06	2182	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jul., 2018"	2018/07	2141	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Aug., 2018"	2018/08	2093	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Sep., 2018"	2018/09	2057	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Oct., 2018"	2018/10	2143	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Nov., 2018"	2018/11	2153	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Dec., 2018"	2018/12	2242	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jan., 2019"	2019/01	2202	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Feb., 2019"	2019/02	2141	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Mar., 2019"	2019/03	2321	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Apr., 2019"	2019/04	2145	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"May, 2019"	2019/05	2290	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jun., 2019"	2019/06	2196	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jul., 2019"	2019/07	2112	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Aug., 2019"	2019/08	2071	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Sep., 2019"	2019/09	2137	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Oct., 2019"	2019/10	2237	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Nov., 2019"	2019/11	2091	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Dec., 2019"	2019/12	2295	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jan., 2020"	2020/01	2348	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Feb., 2020"	2020/02	2190	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Mar., 2020"	2020/03	2341	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Apr., 2020"	2020/04	2388	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"May, 2020"	2020/05	2630	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jun., 2020"	2020/06	2535	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jul., 2020"	2020/07	2667	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Aug., 2020"	2020/08	2664	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Sep., 2020"	2020/09	2521	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Oct., 2020"	2020/10	2588	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Nov., 2020"	2020/11	2583	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Dec., 2020"	2020/12	2955	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jan., 2021 "	2021/01	3223	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Feb., 2021 "	2021/02	2618	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Mar., 2021 "	2021/03	2685	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Apr., 2021 "	2021/04	2682	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"May, 2021 "	2021/05	2762	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jun., 2021 "	2021/06	2607	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Jul., 2021 "	2021/07	2654	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Aug., 2021 "	2021/08	3414	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Sep., 2021 "	2021/09	3752	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Oct., 2021 "	2021/10	3390	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Nov., 2021 "	2021/11	2799	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	North Carolina	37	"Dec., 2021 "	2021/12	3036	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	North Carolina	37			118364	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jan., 2018"	2018/01	1391	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Feb., 2018"	2018/02	1224	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Mar., 2018"	2018/03	1291	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Apr., 2018"	2018/04	1227	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"May, 2018"	2018/05	1198	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jun., 2018"	2018/06	1166	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jul., 2018"	2018/07	1227	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Aug., 2018"	2018/08	1215	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Sep., 2018"	2018/09	1237	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Oct., 2018"	2018/10	1188	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Nov., 2018"	2018/11	1212	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Dec., 2018"	2018/12	1310	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jan., 2019"	2019/01	1277	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Feb., 2019"	2019/02	1158	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Mar., 2019"	2019/03	1287	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Apr., 2019"	2019/04	1206	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"May, 2019"	2019/05	1297	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jun., 2019"	2019/06	1167	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jul., 2019"	2019/07	1213	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Aug., 2019"	2019/08	1234	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Sep., 2019"	2019/09	1202	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Oct., 2019"	2019/10	1230	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Nov., 2019"	2019/11	1239	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Dec., 2019"	2019/12	1325	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jan., 2020"	2020/01	1406	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Feb., 2020"	2020/02	1238	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Mar., 2020"	2020/03	1454	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Apr., 2020"	2020/04	1347	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"May, 2020"	2020/05	1433	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jun., 2020"	2020/06	1519	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jul., 2020"	2020/07	1692	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Aug., 2020"	2020/08	1606	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Sep., 2020"	2020/09	1545	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Oct., 2020"	2020/10	1490	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Nov., 2020"	2020/11	1504	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Dec., 2020"	2020/12	1730	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jan., 2021 "	2021/01	1916	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Feb., 2021 "	2021/02	1468	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Mar., 2021 "	2021/03	1519	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Apr., 2021 "	2021/04	1581	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"May, 2021 "	2021/05	1501	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jun., 2021 "	2021/06	1434	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Jul., 2021 "	2021/07	1512	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Aug., 2021 "	2021/08	1985	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Sep., 2021 "	2021/09	2358	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Oct., 2021 "	2021/10	1930	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Nov., 2021 "	2021/11	1622	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	South Carolina	45	"Dec., 2021 "	2021/12	1601	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	South Carolina	45			68112	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jan., 2018"	2018/01	1715	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Feb., 2018"	2018/02	1526	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Mar., 2018"	2018/03	1576	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Apr., 2018"	2018/04	1484	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"May, 2018"	2018/05	1557	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jun., 2018"	2018/06	1421	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jul., 2018"	2018/07	1494	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Aug., 2018"	2018/08	1533	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Sep., 2018"	2018/09	1512	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Oct., 2018"	2018/10	1540	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Nov., 2018"	2018/11	1458	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Dec., 2018"	2018/12	1540	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jan., 2019"	2019/01	1583	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Feb., 2019"	2019/02	1475	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Mar., 2019"	2019/03	1571	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Apr., 2019"	2019/04	1543	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"May, 2019"	2019/05	1572	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jun., 2019"	2019/06	1444	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jul., 2019"	2019/07	1471	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Aug., 2019"	2019/08	1492	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Sep., 2019"	2019/09	1443	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Oct., 2019"	2019/10	1480	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Nov., 2019"	2019/11	1490	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Dec., 2019"	2019/12	1587	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jan., 2020"	2020/01	1722	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Feb., 2020"	2020/02	1587	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Mar., 2020"	2020/03	1741	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Apr., 2020"	2020/04	1810	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"May, 2020"	2020/05	1788	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jun., 2020"	2020/06	1689	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jul., 2020"	2020/07	1870	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Aug., 2020"	2020/08	1844	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Sep., 2020"	2020/09	1775	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Oct., 2020"	2020/10	1822	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Nov., 2020"	2020/11	1772	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Dec., 2020"	2020/12	2029	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jan., 2021 "	2021/01	2137	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Feb., 2021 "	2021/02	1848	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Mar., 2021 "	2021/03	1896	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Apr., 2021 "	2021/04	1891	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"May, 2021 "	2021/05	1864	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jun., 2021 "	2021/06	1721	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Jul., 2021 "	2021/07	1763	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Aug., 2021 "	2021/08	2010	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Sep., 2021 "	2021/09	2225	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Oct., 2021 "	2021/10	2231	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Nov., 2021 "	2021/11	1987	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	Virginia	51	"Dec., 2021 "	2021/12	2159	Not Applicable	Not Applicable
Total	Census Region 3: South	CENS-R3	Virginia	51			81688	Not Applicable	Not Applicable
	Census Region 3: South	CENS-R3	West Virginia	54	"Jan., 2018"	2018/01	661	Not Applicable	Not Applicable
