"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"Month"	"Month Code"	Deaths
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"May, 2020"	"2020/05"	10
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Jul., 2020"	"2020/07"	11
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Aug., 2020"	"2020/08"	10
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Sep., 2020"	"2020/09"	10
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Oct., 2020"	"2020/10"	12
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Dec., 2020"	"2020/12"	10
	"Census Region 1: Northeast"	"CENS-R1"	"Barnstable County, MA"	"25001"	"Oct., 2021 "	"2021/10"	13
	"Census Region 1: Northeast"	"CENS-R1"	"Berkshire County, MA"	"25003"	"Jan., 2021 "	"2021/01"	12
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jan., 2020"	"2020/01"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Feb., 2020"	"2020/02"	16
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Mar., 2020"	"2020/03"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Apr., 2020"	"2020/04"	26
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"May, 2020"	"2020/05"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jun., 2020"	"2020/06"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jul., 2020"	"2020/07"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Aug., 2020"	"2020/08"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Sep., 2020"	"2020/09"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Oct., 2020"	"2020/10"	20
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Nov., 2020"	"2020/11"	30
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Dec., 2020"	"2020/12"	29
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jan., 2021 "	"2021/01"	33
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Feb., 2021 "	"2021/02"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Mar., 2021 "	"2021/03"	30
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Apr., 2021 "	"2021/04"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"May, 2021 "	"2021/05"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jun., 2021 "	"2021/06"	31
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Jul., 2021 "	"2021/07"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Aug., 2021 "	"2021/08"	18
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Sep., 2021 "	"2021/09"	17
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Oct., 2021 "	"2021/10"	22
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Nov., 2021 "	"2021/11"	22
	"Census Region 1: Northeast"	"CENS-R1"	"Bristol County, MA"	"25005"	"Dec., 2021 "	"2021/12"	27
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jan., 2020"	"2020/01"	32
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Feb., 2020"	"2020/02"	27
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Mar., 2020"	"2020/03"	29
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Apr., 2020"	"2020/04"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"May, 2020"	"2020/05"	26
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jun., 2020"	"2020/06"	13
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jul., 2020"	"2020/07"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Aug., 2020"	"2020/08"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Sep., 2020"	"2020/09"	18
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Oct., 2020"	"2020/10"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Nov., 2020"	"2020/11"	22
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Dec., 2020"	"2020/12"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jan., 2021 "	"2021/01"	31
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Feb., 2021 "	"2021/02"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Mar., 2021 "	"2021/03"	26
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Apr., 2021 "	"2021/04"	26
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"May, 2021 "	"2021/05"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jun., 2021 "	"2021/06"	26
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Jul., 2021 "	"2021/07"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Aug., 2021 "	"2021/08"	24
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Sep., 2021 "	"2021/09"	20
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Oct., 2021 "	"2021/10"	27
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Nov., 2021 "	"2021/11"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, MA"	"25009"	"Dec., 2021 "	"2021/12"	17
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jan., 2020"	"2020/01"	14
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Feb., 2020"	"2020/02"	16
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Mar., 2020"	"2020/03"	16
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Apr., 2020"	"2020/04"	20
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"May, 2020"	"2020/05"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jun., 2020"	"2020/06"	29
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jul., 2020"	"2020/07"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Aug., 2020"	"2020/08"	19
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Sep., 2020"	"2020/09"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Oct., 2020"	"2020/10"	24
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Nov., 2020"	"2020/11"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Dec., 2020"	"2020/12"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jan., 2021 "	"2021/01"	16
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Feb., 2021 "	"2021/02"	28
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Mar., 2021 "	"2021/03"	17
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Apr., 2021 "	"2021/04"	28
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"May, 2021 "	"2021/05"	30
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jun., 2021 "	"2021/06"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Jul., 2021 "	"2021/07"	21
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Aug., 2021 "	"2021/08"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Sep., 2021 "	"2021/09"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Oct., 2021 "	"2021/10"	24
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Nov., 2021 "	"2021/11"	32
	"Census Region 1: Northeast"	"CENS-R1"	"Hampden County, MA"	"25013"	"Dec., 2021 "	"2021/12"	17
	"Census Region 1: Northeast"	"CENS-R1"	"Hampshire County, MA"	"25015"	"Mar., 2021 "	"2021/03"	11
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jan., 2020"	"2020/01"	40
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Feb., 2020"	"2020/02"	35
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Mar., 2020"	"2020/03"	41
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Apr., 2020"	"2020/04"	39
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"May, 2020"	"2020/05"	35
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jun., 2020"	"2020/06"	34
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jul., 2020"	"2020/07"	44
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Aug., 2020"	"2020/08"	30
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Sep., 2020"	"2020/09"	34
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Oct., 2020"	"2020/10"	35
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Nov., 2020"	"2020/11"	41
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Dec., 2020"	"2020/12"	35
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jan., 2021 "	"2021/01"	46
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Feb., 2021 "	"2021/02"	38
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Mar., 2021 "	"2021/03"	23
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Apr., 2021 "	"2021/04"	34
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"May, 2021 "	"2021/05"	36
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jun., 2021 "	"2021/06"	42
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Jul., 2021 "	"2021/07"	28
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Aug., 2021 "	"2021/08"	39
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Sep., 2021 "	"2021/09"	38
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Oct., 2021 "	"2021/10"	38
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Nov., 2021 "	"2021/11"	36
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, MA"	"25017"	"Dec., 2021 "	"2021/12"	34
	"Census Region 1: Northeast"	"CENS-R1"	"Norfolk County, MA"	"25021"	"Jan., 2020"	"2020/01"	25
	"Census Region 1: Northeast"	"CENS-R1"	"Norfolk County, MA"	"25021"	"Feb., 2020"	"2020/02"	13
	"Census Region 1: Northeast"	"CENS-R1"	"Norfolk County, MA"	"25021"	"Mar., 2020"	"2020/03"	15
	"Census Region 1: Northeast"	"CENS-R1"	"Norfolk County, MA"	"25021"	"Apr., 2020"	"2020/04"	20
	"Census Region 1: Northeast"	"CENS-R1"	"Norfolk County, MA"	"25021"	"May, 2020"	"2020/05"	20
